name,site,role,ip,END CUSTOMER,FAMILY,PART NUMBER,SERIAL NUMBER,SUPPORT STATUS,SUPPORT ENTITLEMENT,EOL DATE,SERVICE START DATE,SERVICE END DATE,SERVICE INSTALL ADDRESS,NON RENEWAL STATUS,RMA,import_status
arista-7280-01,LAB-OSL,leaf-switch,,Norsk Helsenett,7280TR Switch,DCS-7280TR-48C6-R,JPE17430090,Not Entitled,N/A,12/20/28,3/2/22,3/1/25,"Stanseveien 30, Oslo,  Norway, 976",Do Not Support - Declined Renewal,,
